SKU,Ranking (Popularity),Name,Platform,Year,Genre,Publisher,Price
77805,1399,Need for Speed: The Run,X360,2011,Action,Electronic Arts,72.63
89240,1400,LEGO Indiana Jones: The Original Adventures,PS2,2008,Action,LucasArts,96.61
43183,1401,Assassin's Creed: Rogue,PS3,2014,Action,Ubisoft,37.63
15423,1402,Ridge Racer 7,PS3,2006,Racing,Namco Bandai Games,84.83
24017,1403,A Collection of Activision Classic Games for the Atari 2600,PS,1998,Misc,Activision,41.35
21648,1404,Forza Horizon 2,XOne,2014,Racing,Microsoft Game Studios,42.65
33989,1405,MotorStorm: Pacific Rift,PS3,2008,Racing,Sony Computer Entertainment,56.82
24198,1406,Sonic Colors,DS,2010,Platform,Sega,44.33
85696,1407,Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004,Role-Playing,Activision,81.08
1357,1408,LEGO Harry Potter: Years 1-4,PS3,2010,Action,Warner Bros. Interactive Entertainment,48.58
12251,1409,Pocket Monsters Stadium,N64,1998,Strategy,Nintendo,88.31
58068,1410,NBA 2K15,PS3,2014,Sports,Take-Two Interactive,67
60164,1411,Tom Clancy's Ghost Recon 2,XB,2004,Shooter,Ubisoft,44.97
76263,1412,Crash Bandicoot 2: N-Tranced,GBA,2003,Platform,Vivendi Games,29.91
78118,1413,Burnout Paradise,X360,2008,Racing,Electronic Arts,47.21
51280,1414,SingStar Abba,PS2,2008,Misc,Sony Computer Entertainment,49.24
70914,1415,Gradius,NES,1986,Shooter,Konami Digital Entertainment,22.92
86805,1416,Dragon Quest III: Soshite Densetsu e...,SNES,1996,Role-Playing,Enix Corporation,75.72
43604,1417,Centipede,2600,1981,Shooter,Atari,63.76
21424,1418,Yoshi's New Island,3DS,2014,Platform,Nintendo,62.76
71035,1419,Ryse: Son of Rome,XOne,2013,Action,Microsoft Game Studios,73.87
3669,1420,Dead to Rights,PS2,2002,Shooter,Electronic Arts,38.58
84908,1421,Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011,Fighting,Capcom,32.93
41699,1422,Dance Dance Revolution (Japan),PS,1999,Simulation,Konami Digital Entertainment,36.68
42017,1423,F1 2010,PS3,2010,Racing,Codemasters,24.19
28158,1424,Madden NFL 98,PS,1997,Sports,Electronic Arts,30.93
75346,1425,FIFA Soccer 09,PSP,2008,Sports,Electronic Arts,98.31
75464,1426,Namco Museum DS,DS,2007,Misc,Atari,71.95
86891,1427,FIFA Soccer 08,PSP,2007,Sports,Electronic Arts,86.18
54216,1428,Grand Theft Auto: Chinatown Wars,DS,2009,Action,Take-Two Interactive,83.72
44381,1429,Alan Wake,X360,2010,Action,Microsoft Game Studios,20.77
34591,1430,Battlefield: Bad Company,PS3,2008,Shooter,Electronic Arts,62.77
77056,1431,Mortal Kombat X,XOne,2015,Fighting,Warner Bros. Interactive Entertainment,59.99
45090,1432,Samurai Warriors,PS2,2004,Action,Electronic Arts,70.63
77940,1433,The Simpsons: Hit & Run,XB,2003,Racing,Vivendi Games,26.9
68403,1434,Devil May Cry 4,X360,2008,Action,Capcom,33.58
41718,1435,Tom Clancy's Rainbow Six: Vegas 2,PS3,2008,Shooter,Ubisoft,21.43
39121,1436,Monster Hunter Freedom,PSP,2005,Role-Playing,Capcom,47.58
32035,1437,Crysis 2,X360,2011,Action,Electronic Arts,90.6
80877,1438,SaGa Frontier,PS,1997,Role-Playing,SquareSoft,38.18
39963,1439,SingStar Party,PS2,2004,Misc,Sony Computer Entertainment,82.05
81369,1440,FIFA Soccer 08,X360,2007,Sports,Electronic Arts,84.09
36296,1441,The ICO & Shadow of the Colossus Collection,PS3,2011,Adventure,Sony Computer Entertainment,35.33
58274,1442,Test Drive,PS2,2002,Racing,Atari,98.4
71186,1443,Mario & Luigi: Partners in Time,DS,2005,Role-Playing,Nintendo,80.14
26874,1444,Lost Planet: Extreme Condition,X360,2006,Shooter,Capcom,95.55
71116,1445,Mortal Kombat 3,GEN,1994,Fighting,Acclaim Entertainment,60.95
2443,1446,Doom 3,XB,2005,Shooter,Activision,29.71
22229,1447,Donkey Kong Jungle Beat,GC,2004,Platform,Nintendo,99.6
37827,1448,Need for Speed Carbon,PS2,2006,Racing,Electronic Arts,32.45
18854,1449,Max Payne 2: The Fall of Max Payne,PS2,2003,Shooter,Take-Two Interactive,58.74
13896,1450,Command & Conquer: Red Alert 2,PC,2000,Strategy,Electronic Arts,68.43
66747,1451,MVP Baseball 2004,PS2,2004,Sports,Electronic Arts,75.45
9136,1452,WWE SmackDown vs Raw 2008,PS3,2007,Fighting,THQ,74.78
47136,1453,Ratchet & Clank: Up Your Arsenal (Weekly american sales),PS2,2004,Platform,Sony Computer Entertainment,76.99
75379,1454,Your Shape: Fitness Evolved,X360,2010,Sports,Ubisoft,96.56
84215,1455,Rage,PS3,2011,Shooter,Bethesda Softworks,93.42
72422,1456,Skylanders SWAP Force,X360,2013,Platform,Activision,99.32
70645,1457,NBA 2K14,PS4,2013,Sports,Take-Two Interactive,36.49
34967,1458,Spider-Man: The Movie,GBA,2002,Action,Activision,79.3
11392,1459,WWF War Zone,N64,1998,Fighting,Acclaim Entertainment,24.59
1206,1460,Tony Hawk's Pro Skater,GB,2000,Sports,Activision,21.67
65265,1461,The Sims: Bustin' Out,GBA,2003,Simulation,Electronic Arts,56.76
34557,1462,Triple Play 2001,PS,2000,Sports,Electronic Arts,55.54
66964,1463,Metroid Prime 2: Echoes,GC,2004,Shooter,Nintendo,94.45
17937,1464,UFC Undisputed 2010,X360,2010,Fighting,THQ,61.76
70023,1465,Final Fantasy X / X-2 HD Remaster,PS3,2013,Role-Playing,Square Enix,72.59
13539,1466,Corvette,PS2,2004,Racing,TDK Mediactive,27.87
31973,1467,Petz Wild Animals: Dolphinz,DS,2007,Simulation,Ubisoft,86.75
35248,1468,Pokemon Ranger: Guardian Signs,DS,2010,Role-Playing,Nintendo,31.79
24770,1469,Middle-Earth: Shadow of Mordor,XOne,2014,Action,Warner Bros. Interactive Entertainment,25.56
43257,1470,Need for Speed Underground Rivals,PSP,2005,Racing,Electronic Arts,31.34
60589,1471,LEGO Batman: The Videogame,PS3,2008,Action,Warner Bros. Interactive Entertainment,69.7
62666,1472,Dark Souls II,PS3,2014,Role-Playing,Namco Bandai Games,28.57
70043,1473,World of Warcraft: Wrath of the Lich King,PC,2008,Role-Playing,Activision,31.91
40498,1474,Kingdom Hearts II,PS3,2014,Role-Playing,Square Enix,72.01
54710,1475,The LEGO Movie Videogame,X360,2014,Action,Warner Bros. Interactive Entertainment,64.86
80026,1476,TOCA 2: Touring Cars,PS,1998,Racing,Codemasters,40.39
27460,1477,Gyromite,NES,1985,Puzzle,Nintendo,64.59
42417,1478,NFL 2K3,PS2,2002,Sports,Atari,70.79
86507,1479,Fighting Force,PS,1997,Fighting,Eidos Interactive,29.95
1842,1480,Mega Man Battle Network 4: Red Sun / Blue Moon,GBA,2003,Role-Playing,Capcom,83.8
57035,1481,MAG: Massive Action Game,PS3,2010,Shooter,Sony Computer Entertainment,57.65
15026,1482,Madden NFL 97,PS,1996,Sports,Electronic Arts,82.16
38417,1483,Cars 2,DS,2011,Racing,Disney Interactive Studios,81.55
36023,1484,Skylanders Giants,X360,2012,Action,Activision,99.97
